pizza_id,order_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_ingredients,pizza_name,order_day,order_Month
2639,1163,cali_ckn_s,1,20-01-2015 00:00,0.616296296,12.75,12.75,S,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,Tuesday,January
2640,1164,pep_msh_pep_l,1,20-01-2015 00:00,0.634386574,17.5,17.5,L,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",Tuesday,January
2641,1164,veggie_veg_m,1,20-01-2015 00:00,0.634386574,16,16,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,Tuesday,January
2642,1165,five_cheese_l,1,20-01-2015 00:00,0.635717593,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,Tuesday,January
2643,1165,ital_supr_l,1,20-01-2015 00:00,0.635717593,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,Tuesday,January
2644,1166,veggie_veg_s,1,20-01-2015 00:00,0.642453704,12,12,S,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,Tuesday,January
2645,1167,prsc_argla_l,1,20-01-2015 00:00,0.644548611,20.75,20.75,L,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,Tuesday,January
2646,1168,veggie_veg_m,1,20-01-2015 00:00,0.665335648,16,16,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,Tuesday,January
2647,1169,ital_cpcllo_l,1,20-01-2015 00:00,0.672511574,20.5,20.5,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,Tuesday,January
2648,1169,ital_veggie_m,1,20-01-2015 00:00,0.672511574,16.75,16.75,M,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza,Tuesday,January
2649,1169,pepperoni_m,1,20-01-2015 00:00,0.672511574,12.5,12.5,M,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,Tuesday,January
2650,1170,bbq_ckn_m,1,20-01-2015 00:00,0.692638889,16.75,16.75,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,Tuesday,January
2651,1171,classic_dlx_s,1,20-01-2015 00:00,0.695810185,12,12,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,Tuesday,January
2652,1172,classic_dlx_m,1,20-01-2015 00:00,0.703738426,16,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,Tuesday,January
2653,1172,the_greek_s,1,20-01-2015 00:00,0.703738426,12,12,S,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,Tuesday,January
2654,1173,four_cheese_l,1,20-01-2015 00:00,0.70630787,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,Tuesday,January
2655,1173,veggie_veg_s,1,20-01-2015 00:00,0.70630787,12,12,S,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,Tuesday,January
2656,1174,soppressata_l,1,20-01-2015 00:00,0.710393519,20.75,20.75,L,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza,Tuesday,January
2657,1174,spinach_supr_s,1,20-01-2015 00:00,0.710393519,12.5,12.5,S,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,Tuesday,January
2658,1175,ital_cpcllo_s,1,20-01-2015 00:00,0.711967593,12,12,S,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,Tuesday,January
2659,1175,peppr_salami_m,1,20-01-2015 00:00,0.711967593,16.5,16.5,M,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,Tuesday,January
2660,1175,sicilian_l,1,20-01-2015 00:00,0.711967593,20.25,20.25,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,Tuesday,January
2661,1175,soppressata_l,1,20-01-2015 00:00,0.711967593,20.75,20.75,L,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza,Tuesday,January
2662,1176,classic_dlx_m,1,20-01-2015 00:00,0.712025463,16,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,Tuesday,January
2663,1176,peppr_salami_m,1,20-01-2015 00:00,0.712025463,16.5,16.5,M,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,Tuesday,January
2664,1176,sicilian_s,1,20-01-2015 00:00,0.712025463,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,Tuesday,January
2665,1176,spicy_ital_s,1,20-01-2015 00:00,0.712025463,12.5,12.5,S,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,Tuesday,January
2666,1177,classic_dlx_m,1,20-01-2015 00:00,0.727418981,16,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,Tuesday,January
2667,1177,pepperoni_s,1,20-01-2015 00:00,0.727418981,9.75,9.75,S,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,Tuesday,January
2668,1178,spicy_ital_l,1,20-01-2015 00:00,0.750844907,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,Tuesday,January
2669,1179,soppressata_l,1,20-01-2015 00:00,0.751712963,20.75,20.75,L,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza,Tuesday,January
2670,1180,brie_carre_s,1,20-01-2015 00:00,0.75869213,23.65,23.65,S,Supreme,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",The Brie Carre Pizza,Tuesday,January
2671,1180,five_cheese_l,1,20-01-2015 00:00,0.75869213,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,Tuesday,January
2672,1181,cali_ckn_l,1,20-01-2015 00:00,0.762418981,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,Tuesday,January
2673,1182,bbq_ckn_m,1,20-01-2015 00:00,0.773472222,16.75,16.75,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,Tuesday,January
2674,1182,brie_carre_s,1,20-01-2015 00:00,0.773472222,23.65,23.65,S,Supreme,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",The Brie Carre Pizza,Tuesday,January
2675,1182,five_cheese_l,1,20-01-2015 00:00,0.773472222,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,Tuesday,January
2676,1182,spin_pesto_l,1,20-01-2015 00:00,0.773472222,20.75,20.75,L,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,Tuesday,January
2677,1183,cali_ckn_l,1,20-01-2015 00:00,0.785763889,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,Tuesday,January
2678,1183,pepperoni_l,1,20-01-2015 00:00,0.785763889,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,Tuesday,January
2679,1184,spinach_supr_l,1,20-01-2015 00:00,0.794849537,20.75,20.75,L,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,Tuesday,January
2680,1185,hawaiian_l,1,20-01-2015 00:00,0.798912037,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,Tuesday,January
2681,1186,four_cheese_l,1,20-01-2015 00:00,0.805497685,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,Tuesday,January
2682,1186,thai_ckn_l,1,20-01-2015 00:00,0.805497685,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Tuesday,January
2683,1187,southw_ckn_m,1,20-01-2015 00:00,0.806712963,16.75,16.75,M,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,Tuesday,January
2684,1188,spinach_supr_l,1,20-01-2015 00:00,0.80931713,20.75,20.75,L,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,Tuesday,January
2685,1189,bbq_ckn_m,1,20-01-2015 00:00,0.819988426,16.75,16.75,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,Tuesday,January
2686,1190,classic_dlx_m,1,20-01-2015 00:00,0.821701389,16,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,Tuesday,January
2687,1190,peppr_salami_l,1,20-01-2015 00:00,0.821701389,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,Tuesday,January
2688,1191,ital_supr_l,1,20-01-2015 00:00,0.831030093,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,Tuesday,January
2689,1191,napolitana_m,1,20-01-2015 00:00,0.831030093,16,16,M,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,Tuesday,January
2690,1192,thai_ckn_l,1,20-01-2015 00:00,0.8440625,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Tuesday,January
2691,1193,cali_ckn_m,1,20-01-2015 00:00,0.851643519,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,Tuesday,January
2692,1193,peppr_salami_l,1,20-01-2015 00:00,0.851643519,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,Tuesday,January
2693,1193,sicilian_s,1,20-01-2015 00:00,0.851643519,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,Tuesday,January
2694,1193,veggie_veg_s,1,20-01-2015 00:00,0.851643519,12,12,S,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,Tuesday,January
2695,1194,peppr_salami_l,1,20-01-2015 00:00,0.852291667,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,Tuesday,January
2696,1194,spicy_ital_m,1,20-01-2015 00:00,0.852291667,16.5,16.5,M,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,Tuesday,January
2697,1195,cali_ckn_s,1,20-01-2015 00:00,0.861018519,12.75,12.75,S,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,Tuesday,January
2698,1195,five_cheese_l,1,20-01-2015 00:00,0.861018519,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,Tuesday,January
2699,1195,southw_ckn_s,1,20-01-2015 00:00,0.861018519,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,Tuesday,January
2700,1196,five_cheese_l,1,20-01-2015 00:00,0.864363426,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,Tuesday,January
2701,1196,spinach_fet_l,1,20-01-2015 00:00,0.864363426,20.25,20.25,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,Tuesday,January
2702,1197,green_garden_s,1,20-01-2015 00:00,0.870613426,12,12,S,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza,Tuesday,January
2703,1198,mediterraneo_s,1,20-01-2015 00:00,0.918148148,12,12,S,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,Tuesday,January
2704,1199,ckn_alfredo_m,1,20-01-2015 00:00,0.923842593,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza,Tuesday,January
2705,1200,ckn_alfredo_m,1,20-01-2015 00:00,0.926863426,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza,Tuesday,January
2706,1200,prsc_argla_m,1,20-01-2015 00:00,0.926863426,16.5,16.5,M,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,Tuesday,January
2707,1201,five_cheese_l,1,20-01-2015 00:00,0.944560185,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,Tuesday,January
2708,1201,spicy_ital_l,1,20-01-2015 00:00,0.944560185,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,Tuesday,January
2709,1202,big_meat_s,1,21-01-2015 00:00,0.493356481,12,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,Wednesday,January
2710,1203,ital_supr_l,1,21-01-2015 00:00,0.496087963,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,Wednesday,January
2711,1204,big_meat_s,1,21-01-2015 00:00,0.516412037,12,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,Wednesday,January
2712,1204,hawaiian_l,1,21-01-2015 00:00,0.516412037,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,Wednesday,January
2713,1204,sicilian_s,1,21-01-2015 00:00,0.516412037,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,Wednesday,January
2714,1204,veggie_veg_m,1,21-01-2015 00:00,0.516412037,16,16,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,Wednesday,January
2715,1205,veggie_veg_m,1,21-01-2015 00:00,0.520289352,16,16,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,Wednesday,January
2716,1206,cali_ckn_s,1,21-01-2015 00:00,0.526828704,12.75,12.75,S,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,Wednesday,January
2717,1206,classic_dlx_m,1,21-01-2015 00:00,0.526828704,16,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,Wednesday,January
2718,1206,five_cheese_l,1,21-01-2015 00:00,0.526828704,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,Wednesday,January
2719,1206,hawaiian_l,1,21-01-2015 00:00,0.526828704,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,Wednesday,January
2720,1206,ital_cpcllo_m,1,21-01-2015 00:00,0.526828704,16,16,M,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,Wednesday,January
2721,1206,ital_supr_m,1,21-01-2015 00:00,0.526828704,16.5,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,Wednesday,January
2722,1206,prsc_argla_l,1,21-01-2015 00:00,0.526828704,20.75,20.75,L,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,Wednesday,January
2723,1206,sicilian_l,1,21-01-2015 00:00,0.526828704,20.25,20.25,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,Wednesday,January
2724,1206,sicilian_s,1,21-01-2015 00:00,0.526828704,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,Wednesday,January
2725,1206,thai_ckn_l,1,21-01-2015 00:00,0.526828704,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Wednesday,January
2726,1207,calabrese_m,1,21-01-2015 00:00,0.536597222,16.25,16.25,M,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza,Wednesday,January
2727,1207,spinach_supr_s,1,21-01-2015 00:00,0.536597222,12.5,12.5,S,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,Wednesday,January
2728,1208,ital_cpcllo_s,1,21-01-2015 00:00,0.543993056,12,12,S,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,Wednesday,January
2729,1209,four_cheese_l,2,21-01-2015 00:00,0.551296296,17.95,35.9,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,Wednesday,January
2730,1209,veggie_veg_s,1,21-01-2015 00:00,0.551296296,12,12,S,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,Wednesday,January
2731,1210,cali_ckn_m,1,21-01-2015 00:00,0.556030093,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,Wednesday,January
2732,1211,spin_pesto_s,1,21-01-2015 00:00,0.567951389,12.5,12.5,S,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,Wednesday,January
2733,1212,mediterraneo_s,1,21-01-2015 00:00,0.571122685,12,12,S,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,Wednesday,January
2734,1212,pepperoni_l,1,21-01-2015 00:00,0.571122685,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,Wednesday,January
2735,1213,pepperoni_s,1,21-01-2015 00:00,0.58255787,9.75,9.75,S,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,Wednesday,January
2736,1213,southw_ckn_s,1,21-01-2015 00:00,0.58255787,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,Wednesday,January
2737,1214,bbq_ckn_m,1,21-01-2015 00:00,0.583391204,16.75,16.75,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,Wednesday,January
2738,1214,cali_ckn_m,1,21-01-2015 00:00,0.583391204,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,Wednesday,January
2739,1214,four_cheese_l,1,21-01-2015 00:00,0.583391204,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,Wednesday,January
2740,1214,ital_cpcllo_l,2,21-01-2015 00:00,0.583391204,20.5,41,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,Wednesday,January
2741,1214,ital_supr_l,1,21-01-2015 00:00,0.583391204,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,Wednesday,January
2742,1214,ital_supr_m,1,21-01-2015 00:00,0.583391204,16.5,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,Wednesday,January
2743,1214,ital_veggie_l,1,21-01-2015 00:00,0.583391204,21,21,L,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza,Wednesday,January
2744,1214,mexicana_m,1,21-01-2015 00:00,0.583391204,16,16,M,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,Wednesday,January
2745,1214,southw_ckn_l,1,21-01-2015 00:00,0.583391204,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,Wednesday,January
2746,1214,veggie_veg_m,1,21-01-2015 00:00,0.583391204,16,16,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,Wednesday,January
2747,1214,veggie_veg_s,1,21-01-2015 00:00,0.583391204,12,12,S,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,Wednesday,January
2748,1215,spinach_fet_l,1,21-01-2015 00:00,0.584768519,20.25,20.25,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,Wednesday,January
2749,1216,bbq_ckn_m,1,21-01-2015 00:00,0.589224537,16.75,16.75,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,Wednesday,January
2750,1217,cali_ckn_s,1,21-01-2015 00:00,0.601793981,12.75,12.75,S,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,Wednesday,January
2751,1218,pepperoni_l,1,21-01-2015 00:00,0.602430556,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,Wednesday,January
2752,1218,peppr_salami_l,1,21-01-2015 00:00,0.602430556,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,Wednesday,January
2753,1218,spicy_ital_s,1,21-01-2015 00:00,0.602430556,12.5,12.5,S,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,Wednesday,January
2754,1218,spinach_fet_s,1,21-01-2015 00:00,0.602430556,12,12,S,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,Wednesday,January
2755,1219,pep_msh_pep_s,1,21-01-2015 00:00,0.634143519,11,11,S,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",Wednesday,January
2756,1219,sicilian_l,1,21-01-2015 00:00,0.634143519,20.25,20.25,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,Wednesday,January
2757,1219,the_greek_l,1,21-01-2015 00:00,0.634143519,20.5,20.5,L,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,Wednesday,January
2758,1219,veggie_veg_m,1,21-01-2015 00:00,0.634143519,16,16,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,Wednesday,January
2759,1220,calabrese_m,1,21-01-2015 00:00,0.638923611,16.25,16.25,M,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza,Wednesday,January
2760,1221,ckn_pesto_s,1,21-01-2015 00:00,0.641388889,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,Wednesday,January
2761,1221,pepperoni_s,1,21-01-2015 00:00,0.641388889,9.75,9.75,S,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,Wednesday,January
2762,1222,classic_dlx_m,1,21-01-2015 00:00,0.647488426,16,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,Wednesday,January
